UserID,Username,Email,First Name,Last Name,Mobile Number,Gender,Age,Persona,Discount Persona
70,user70,deborah.pena@example.com,Deborah,Pena,146-840-8003x5069,F,66,beauty_accessories_instruments,lower_priced_products
71,user71,michael.powell@example.com,Michael,Powell,087.327.3719,M,45,floral_beauty_jewelry,discount_indifferent
72,user72,christine.pearson@example.com,Christine,Pearson,001-231-441-1586,F,25,homedecor_electronics_outdoors,discount_indifferent
73,user73,david.barnes@example.com,David,Barnes,001-547-118-8255x902,M,18,housewares_floral_seasonal,discount_indifferent
74,user74,lynn.thompson@example.com,Lynn,Thompson,156.682.0752x810,F,47,groceries_seasonal_tools,all_discounts
75,user75,ricky.brooks@example.com,Ricky,Brooks,834-687-4399x389,M,42,electronics_outdoors_footwear,all_discounts
76,user76,matthew.bryant@example.com,Matthew,Bryant,+1-597-305-9427x1418,M,43,instruments_books_electronics,all_discounts
77,user77,matthew.wright@example.com,Matthew,Wright,229-199-1540,M,45,apparel_footwear_accessories,lower_priced_products
78,user78,anthony.walker@example.com,Anthony,Walker,268.876.2268x74763,M,21,instruments_books_electronics,discount_indifferent
79,user79,robert.garcia@example.com,Robert,Garcia,+1-022-063-8485,M,30,books_apparel_homedecor,all_discounts
80,user80,michelle.craig@example.com,Michelle,Craig,208.835.2979,F,22,housewares_floral_seasonal,all_discounts
81,user81,darius.schultz@example.com,Darius,Schultz,+1-459-474-9525,M,50,outdoors_instruments_groceries,all_discounts
82,user82,nathaniel.johnson@example.com,Nathaniel,Johnson,726-463-5368x9045,M,39,footwear_jewelry_furniture,all_discounts
83,user83,alice.nunez@example.com,Alice,Nunez,043-159-0600x22111,F,30,seasonal_furniture_floral,all_discounts
84,user84,elizabeth.goodman@example.com,Elizabeth,Goodman,653.827.3684,F,20,groceries_seasonal_tools,discount_indifferent
85,user85,elizabeth.silva@example.com,Elizabeth,Silva,396-746-3331x178,F,29,housewares_floral_seasonal,discount_indifferent
86,user86,andrew.clark@example.com,Andrew,Clark,(363)870-4836x964,M,29,homedecor_electronics_outdoors,discount_indifferent
87,user87,mark.johns@example.com,Mark,Johns,513.965.1940x57739,M,43,housewares_tools_beauty,lower_priced_products
88,user88,bruce.olson@example.com,Bruce,Olson,(926)128-0074x74389,M,39,apparel_footwear_accessories,lower_priced_products
89,user89,michael.stewart@example.com,Michael,Stewart,1076162759,M,51,outdoors_instruments_groceries,discount_indifferent
90,user90,brandon.hill@example.com,Brandon,Hill,001-043-694-8689x70895,M,34,tools_housewares_apparel,all_discounts
91,user91,justin.carrillo@example.com,Justin,Carrillo,001-838-964-5234x027,M,22,tools_housewares_apparel,lower_priced_products
92,user92,kenneth.brown@example.com,Kenneth,Brown,853.822.0315,M,42,instruments_books_electronics,all_discounts
93,user93,regina.peters@example.com,Regina,Peters,001-039-664-2938x406,F,44,electronics_outdoors_footwear,discount_indifferent
94,user94,angela.cooper@example.com,Angela,Cooper,658.532.3134,F,37,tools_housewares_apparel,all_discounts
95,user95,holly.green@example.com,Holly,Green,550.654.2969,F,45,groceries_seasonal_tools,lower_priced_products
96,user96,raven.rivera@example.com,Raven,Rivera,+1-133-592-1067x5382,F,35,beauty_accessories_instruments,all_discounts
97,user97,james.sanchez@example.com,James,Sanchez,(742)976-5881x2206,M,36,furniture_homedecor_housewares,all_discounts
98,user98,cody.bailey@example.com,Cody,Bailey,(214)879-6209x8418,M,33,instruments_books_electronics,lower_priced_products
99,user99,mitchell.smith@example.com,Mitchell,Smith,(963)538-5518x028,M,19,electronics_outdoors_footwear,discount_indifferent
100,user100,sarah.gutierrez@example.com,Sarah,Gutierrez,+1-403-914-3410x42200,F,22,instruments_books_electronics,discount_indifferent
101,user101,tammy.cook@example.com,Tammy,Cook,(561)346-4380x9436,F,19,seasonal_furniture_floral,discount_indifferent
102,user102,melissa.gill@example.com,Melissa,Gill,+1-127-451-1949x44479,F,39,seasonal_furniture_floral,lower_priced_products
103,user103,michael.smith@example.com,Michael,Smith,185.607.5385,M,29,seasonal_furniture_floral,lower_priced_products
104,user104,darius.peterson@example.com,Darius,Peterson,001-783-255-7992,M,35,groceries_seasonal_tools,all_discounts
105,user105,spencer.gutierrez@example.com,Spencer,Gutierrez,001-251-159-3971x7437,M,53,floral_beauty_jewelry,lower_priced_products
106,user106,patrick.mcneil@example.com,Patrick,Mcneil,(849)294-3296x4696,M,27,electronics_outdoors_footwear,all_discounts
107,user107,jeffrey.wilkerson@example.com,Jeffrey,Wilkerson,0274335276,M,32,homedecor_electronics_outdoors,discount_indifferent
108,user108,kathleen.aguirre@example.com,Kathleen,Aguirre,(577)475-3606x237,F,44,housewares_tools_beauty,all_discounts
109,user109,johnathan.white@example.com,Johnathan,White,3848364248,M,26,instruments_books_electronics,lower_priced_products
110,user110,chelsea.wilson@example.com,Chelsea,Wilson,001-571-443-2506x15062,F,21,electronics_outdoors_footwear,discount_indifferent
111,user111,chase.hill@example.com,Chase,Hill,(092)216-8741,M,28,homedecor_electronics_outdoors,discount_indifferent
112,user112,laura.davis@example.com,Laura,Davis,+1-512-726-9509,F,24,outdoors_instruments_groceries,lower_priced_products
113,user113,latoya.peterson@example.com,Latoya,Peterson,+1-169-025-4968x22215,F,55,books_apparel_homedecor,lower_priced_products
114,user114,elijah.bauer@example.com,Elijah,Bauer,001-370-503-3208x60655,M,47,floral_beauty_jewelry,discount_indifferent
115,user115,ryan.moore@example.com,Ryan,Moore,559-141-3364,M,39,apparel_footwear_accessories,all_discounts
116,user116,keith.bush@example.com,Keith,Bush,3597973133,M,50,books_apparel_homedecor,discount_indifferent
117,user117,larry.kent@example.com,Larry,Kent,088-826-3899,M,46,seasonal_furniture_floral,all_discounts
118,user118,thomas.hall@example.com,Thomas,Hall,001-189-178-6617x18485,M,25,accessories_groceries_books,discount_indifferent
119,user119,daniel.campbell@example.com,Daniel,Campbell,957-885-5792,M,52,floral_beauty_jewelry,all_discounts
120,user120,colleen.schneider@example.com,Colleen,Schneider,(451)496-0224x1230,F,36,groceries_seasonal_tools,discount_indifferent
121,user121,gavin.turner@example.com,Gavin,Turner,103.288.6419x989,M,46,outdoors_instruments_groceries,all_discounts
122,user122,robert.davis@example.com,Robert,Davis,711.618.7244x76109,M,52,outdoors_instruments_groceries,lower_priced_products
123,user123,sheryl.miller@example.com,Sheryl,Miller,+1-934-700-6531,F,29,books_apparel_homedecor,lower_priced_products
124,user124,donald.lee@example.com,Donald,Lee,8600587006,M,22,electronics_outdoors_footwear,discount_indifferent
125,user125,ian.nelson@example.com,Ian,Nelson,+1-577-431-2989x01663,M,26,footwear_jewelry_furniture,discount_indifferent
126,user126,morgan.gordon@example.com,Morgan,Gordon,001-813-829-8870,F,33,tools_housewares_apparel,discount_indifferent
127,user127,nancy.brown@example.com,Nancy,Brown,(640)093-3829x511,F,47,accessories_groceries_books,all_discounts
128,user128,roger.lam@example.com,Roger,Lam,320-355-7354,M,50,tools_housewares_apparel,discount_indifferent
129,user129,michael.mitchell@example.com,Michael,Mitchell,(814)288-4795x852,M,18,footwear_jewelry_furniture,all_discounts
130,user130,cheyenne.stewart@example.com,Cheyenne,Stewart,+1-403-224-4761x6266,F,35,instruments_books_electronics,all_discounts
131,user131,brittany.evans@example.com,Brittany,Evans,(146)527-3784x60829,F,32,footwear_jewelry_furniture,lower_priced_products
132,user132,jennifer.barr@example.com,Jennifer,Barr,001-583-696-6066x0159,F,26,furniture_homedecor_housewares,discount_indifferent
133,user133,angela.fuentes@example.com,Angela,Fuentes,921-015-5219,F,22,outdoors_instruments_groceries,lower_priced_products
134,user134,holly.lawrence@example.com,Holly,Lawrence,001-872-294-8546,F,30,apparel_footwear_accessories,discount_indifferent
135,user135,molly.ramirez@example.com,Molly,Ramirez,+1-855-002-4227x8698,F,57,accessories_groceries_books,lower_priced_products
136,user136,mary.henry@example.com,Mary,Henry,825.505.6688,F,29,books_apparel_homedecor,lower_priced_products
137,user137,alejandro.nguyen@example.com,Alejandro,Nguyen,656-908-2972x6627,M,35,footwear_jewelry_furniture,lower_priced_products
138,user138,john.clark@example.com,John,Clark,001-320-325-9152x3023,M,42,electronics_outdoors_footwear,discount_indifferent
139,user139,shannon.pruitt@example.com,Shannon,Pruitt,359-387-8782x029,F,31,furniture_homedecor_housewares,lower_priced_products
140,user140,gary.silva@example.com,Gary,Silva,+1-722-512-9030x4635,M,61,accessories_groceries_books,all_discounts
141,user141,steven.jennings@example.com,Steven,Jennings,264.398.4725,M,60,homedecor_electronics_outdoors,lower_priced_products
142,user142,pamela.bradford@example.com,Pamela,Bradford,356-286-9946x330,F,27,floral_beauty_jewelry,lower_priced_products
143,user143,shelby.mccann@example.com,Shelby,Mccann,997.270.1899,F,35,seasonal_furniture_floral,lower_priced_products
144,user144,diane.mcdowell@example.com,Diane,Mcdowell,958.736.9035,F,29,homedecor_electronics_outdoors,all_discounts
145,user145,sara.hernandez@example.com,Sara,Hernandez,012-127-8357,F,28,groceries_seasonal_tools,discount_indifferent
146,user146,donna.kim@example.com,Donna,Kim,145-744-1063,F,19,footwear_jewelry_furniture,lower_priced_products
147,user147,daniel.miller@example.com,Daniel,Miller,154.411.2285,M,38,seasonal_furniture_floral,all_discounts
148,user148,randy.hernandez@example.com,Randy,Hernandez,246-178-2060x98534,M,35,seasonal_furniture_floral,all_discounts
149,user149,jason.kennedy@example.com,Jason,Kennedy,067.926.1044,M,20,books_apparel_homedecor,lower_priced_products
150,user150,patricia.hawkins@example.com,Patricia,Hawkins,(226)004-6167,F,28,beauty_accessories_instruments,all_discounts
151,user151,danielle.lamb@example.com,Danielle,Lamb,(538)966-2697x71738,F,53,housewares_floral_seasonal,lower_priced_products
152,user152,melissa.barron@example.com,Melissa,Barron,851-915-2913x422,F,27,outdoors_instruments_groceries,lower_priced_products
153,user153,brent.dawson@example.com,Brent,Dawson,243-032-7328x85536,M,23,seasonal_furniture_floral,lower_priced_products
154,user154,jennifer.zuniga@example.com,Jennifer,Zuniga,001-632-625-4204x030,F,34,instruments_books_electronics,discount_indifferent
155,user155,taylor.white@example.com,Taylor,White,001-399-107-7135x207,F,65,tools_housewares_apparel,discount_indifferent
156,user156,phillip.pearson@example.com,Phillip,Pearson,4949498815,M,27,furniture_homedecor_housewares,discount_indifferent
157,user157,dean.mullins@example.com,Dean,Mullins,(030)545-1094x02961,M,41,housewares_tools_beauty,lower_priced_products
158,user158,peter.becker@example.com,Peter,Becker,139.039.4294x353,M,44,beauty_accessories_instruments,all_discounts
159,user159,joseph.williams@example.com,Joseph,Williams,695.878.5810x7929,M,27,footwear_jewelry_furniture,all_discounts
160,user160,ashley.curtis@example.com,Ashley,Curtis,9533806897,F,43,tools_housewares_apparel,discount_indifferent
161,user161,luis.barnes@example.com,Luis,Barnes,717-989-9557x0539,M,31,floral_beauty_jewelry,all_discounts
162,user162,william.cuevas@example.com,William,Cuevas,805.959.2929x5551,M,39,outdoors_instruments_groceries,lower_priced_products
163,user163,kelly.white@example.com,Kelly,White,(607)942-4604,F,39,apparel_footwear_accessories,lower_priced_products
164,user164,paul.singh@example.com,Paul,Singh,001-967-575-9431x090,M,36,floral_beauty_jewelry,all_discounts
165,user165,jason.jennings@example.com,Jason,Jennings,999-757-4103,M,21,beauty_accessories_instruments,lower_priced_products
166,user166,desiree.smith@example.com,Desiree,Smith,664-066-8580x9898,F,48,beauty_accessories_instruments,lower_priced_products
167,user167,kimberly.allen@example.com,Kimberly,Allen,980-211-0840x977,F,29,beauty_accessories_instruments,discount_indifferent
168,user168,amanda.mcclure@example.com,Amanda,Mcclure,966-214-9807,F,25,beauty_accessories_instruments,all_discounts
169,user169,donald.schneider@example.com,Donald,Schneider,(032)333-1772,M,19,electronics_outdoors_footwear,lower_priced_products
170,user170,mikayla.sanchez@example.com,Mikayla,Sanchez,515.274.2667x0789,F,38,tools_housewares_apparel,all_discounts
171,user171,victoria.jones@example.com,Victoria,Jones,322.329.4870x9350,F,41,instruments_books_electronics,lower_priced_products
172,user172,michelle.mccann@example.com,Michelle,Mccann,996.232.8612,F,18,tools_housewares_apparel,all_discounts
173,user173,joanne.olsen@example.com,Joanne,Olsen,(228)697-7965,F,35,homedecor_electronics_outdoors,lower_priced_products
174,user174,john.rogers@example.com,John,Rogers,(333)935-3014,M,26,groceries_seasonal_tools,discount_indifferent
175,user175,shawn.glover@example.com,Shawn,Glover,807.804.7068,M,40,footwear_jewelry_furniture,lower_priced_products
176,user176,greg.kent@example.com,Greg,Kent,001-761-534-9054,M,24,housewares_floral_seasonal,discount_indifferent
177,user177,dorothy.levy@example.com,Dorothy,Levy,001-819-161-0505x794,F,41,books_apparel_homedecor,all_discounts
178,user178,jamie.mcgrath@example.com,Jamie,Mcgrath,508-376-7035x38337,F,31,books_apparel_homedecor,discount_indifferent
179,user179,bryce.anderson@example.com,Bryce,Anderson,(687)725-5769x405,M,56,books_apparel_homedecor,all_discounts
180,user180,joshua.green@example.com,Joshua,Green,577.786.2700x91745,M,23,footwear_jewelry_furniture,all_discounts
181,user181,donald.garcia@example.com,Donald,Garcia,661.386.9512x658,M,30,accessories_groceries_books,all_discounts
182,user182,shannon.meza@example.com,Shannon,Meza,486-823-5315,F,22,books_apparel_homedecor,lower_priced_products
183,user183,lawrence.oconnell@example.com,Lawrence,Oconnell,+1-203-393-0687x65724,M,55,housewares_tools_beauty,discount_indifferent
184,user184,jennifer.smith@example.com,Jennifer,Smith,565-961-2373x2143,F,51,books_apparel_homedecor,all_discounts
185,user185,jonathan.saunders@example.com,Jonathan,Saunders,(180)021-1155,M,27,footwear_jewelry_furniture,all_discounts
186,user186,jessica.brown@example.com,Jessica,Brown,973-207-9961,F,40,outdoors_instruments_groceries,all_discounts
187,user187,kevin.miller@example.com,Kevin,Miller,(112)655-3391,M,47,furniture_homedecor_housewares,all_discounts
188,user188,tyler.brown@example.com,Tyler,Brown,+1-959-697-0323x62337,M,37,instruments_books_electronics,lower_priced_products
189,user189,shelley.williams@example.com,Shelley,Williams,+1-283-306-2442,F,36,groceries_seasonal_tools,all_discounts
190,user190,christopher.hall@example.com,Christopher,Hall,409-634-3068x451,M,27,apparel_footwear_accessories,all_discounts
191,user191,patricia.adams@example.com,Patricia,Adams,(330)397-5748,F,21,homedecor_electronics_outdoors,discount_indifferent
192,user192,susan.lindsey@example.com,Susan,Lindsey,091.027.3289,F,52,homedecor_electronics_outdoors,all_discounts
193,user193,elizabeth.thomas@example.com,Elizabeth,Thomas,986-496-4318x8224,F,52,electronics_outdoors_footwear,all_discounts
194,user194,kathryn.fletcher@example.com,Kathryn,Fletcher,(154)374-1823,F,39,instruments_books_electronics,all_discounts
195,user195,alexander.flynn@example.com,Alexander,Flynn,+1-581-626-8675x23747,M,30,apparel_footwear_accessories,all_discounts
196,user196,david.kennedy@example.com,David,Kennedy,919.350.3216x424,M,30,instruments_books_electronics,lower_priced_products
197,user197,anthony.parrish@example.com,Anthony,Parrish,794.933.5402x541,M,43,furniture_homedecor_housewares,discount_indifferent
198,user198,jerry.montes@example.com,Jerry,Montes,075.422.7086,M,52,furniture_homedecor_housewares,lower_priced_products
199,user199,michael.kim@example.com,Michael,Kim,771.252.5075x3933,M,51,tools_housewares_apparel,discount_indifferent
200,user200,adrienne.brooks@example.com,Adrienne,Brooks,(507)301-7306,F,45,floral_beauty_jewelry,lower_priced_products
201,user201,evan.moore@example.com,Evan,Moore,836.004.5424x62212,M,40,beauty_accessories_instruments,lower_priced_products
202,user202,susan.clark@example.com,Susan,Clark,+1-771-914-3973x54028,F,21,accessories_groceries_books,discount_indifferent
203,user203,jose.ross@example.com,Jose,Ross,001-813-046-9985,M,24,outdoors_instruments_groceries,all_discounts
204,user204,mitchell.lewis@example.com,Mitchell,Lewis,4717320830,M,52,furniture_homedecor_housewares,all_discounts
205,user205,victoria.buck@example.com,Victoria,Buck,001-426-121-4148x47928,F,38,footwear_jewelry_furniture,lower_priced_products
206,user206,david.woods@example.com,David,Woods,621.268.1519x905,M,18,instruments_books_electronics,lower_priced_products
207,user207,brent.wong@example.com,Brent,Wong,3282037665,M,22,floral_beauty_jewelry,lower_priced_products
208,user208,lauren.freeman@example.com,Lauren,Freeman,921.034.7570x8621,F,40,floral_beauty_jewelry,lower_priced_products
209,user209,gregory.rodriguez@example.com,Gregory,Rodriguez,+1-016-660-5032x11340,M,18,accessories_groceries_books,lower_priced_products
210,user210,kara.gomez@example.com,Kara,Gomez,163-369-6722,F,24,accessories_groceries_books,discount_indifferent
211,user211,allison.wang@example.com,Allison,Wang,835-479-8484,F,36,furniture_homedecor_housewares,all_discounts
212,user212,brandy.jacobson@example.com,Brandy,Jacobson,072.163.0245x433,F,41,floral_beauty_jewelry,all_discounts
213,user213,brenda.garner@example.com,Brenda,Garner,+1-944-311-9855x91869,F,40,beauty_accessories_instruments,lower_priced_products
214,user214,allen.quinn@example.com,Allen,Quinn,001-187-015-3289x39845,M,26,books_apparel_homedecor,discount_indifferent
215,user215,melanie.rosario@example.com,Melanie,Rosario,6158115404,F,42,housewares_tools_beauty,all_discounts
216,user216,kimberly.snow@example.com,Kimberly,Snow,001-997-076-9859,F,27,electronics_outdoors_footwear,all_discounts
217,user217,eric.horn@example.com,Eric,Horn,341-963-5374x871,M,29,instruments_books_electronics,all_discounts
218,user218,teresa.deleon@example.com,Teresa,Deleon,001-834-654-1381x38635,F,44,tools_housewares_apparel,all_discounts
219,user219,amanda.harris@example.com,Amanda,Harris,1177935408,F,40,homedecor_electronics_outdoors,discount_indifferent
220,user220,alexandria.parker@example.com,Alexandria,Parker,384.825.8109,F,49,homedecor_electronics_outdoors,discount_indifferent
221,user221,jennifer.may@example.com,Jennifer,May,891.066.3659x39066,F,40,housewares_floral_seasonal,all_discounts
222,user222,morgan.abbott@example.com,Morgan,Abbott,001-836-588-8827x8140,F,37,homedecor_electronics_outdoors,all_discounts
223,user223,sue.gomez@example.com,Sue,Gomez,(767)611-2411x797,F,22,furniture_homedecor_housewares,lower_priced_products
224,user224,robert.navarro@example.com,Robert,Navarro,826.242.0202,M,31,instruments_books_electronics,discount_indifferent
225,user225,mary.schmitt@example.com,Mary,Schmitt,(126)564-6680x910,F,27,housewares_tools_beauty,lower_priced_products
226,user226,scott.curry@example.com,Scott,Curry,(517)258-7927x724,M,27,housewares_tools_beauty,lower_priced_products
227,user227,christine.garrett@example.com,Christine,Garrett,001-525-735-8554x853,F,62,beauty_accessories_instruments,discount_indifferent
228,user228,ricky.lee@example.com,Ricky,Lee,001-293-003-8018x988,M,31,seasonal_furniture_floral,discount_indifferent
229,user229,paige.brown@example.com,Paige,Brown,173.636.9328,F,52,tools_housewares_apparel,all_discounts
230,user230,nicole.payne@example.com,Nicole,Payne,(481)351-2623,F,39,housewares_tools_beauty,lower_priced_products
231,user231,judy.davis@example.com,Judy,Davis,210.488.0347x271,F,46,books_apparel_homedecor,lower_priced_products
232,user232,kara.jackson@example.com,Kara,Jackson,248-490-7745,F,35,accessories_groceries_books,lower_priced_products
233,user233,jessica.fox@example.com,Jessica,Fox,001-980-262-2446x7926,F,37,electronics_outdoors_footwear,all_discounts
234,user234,jennifer.monroe@example.com,Jennifer,Monroe,(320)862-5953,F,35,tools_housewares_apparel,discount_indifferent
235,user235,ronald.mcdaniel@example.com,Ronald,Mcdaniel,+1-343-533-0988x077,M,25,homedecor_electronics_outdoors,discount_indifferent
236,user236,sean.smith@example.com,Sean,Smith,001-858-908-4532x1594,M,43,housewares_floral_seasonal,discount_indifferent
237,user237,melissa.durham@example.com,Melissa,Durham,2842820403,F,28,electronics_outdoors_footwear,lower_priced_products
